순위,업소명,주소,분류,검색량
85,디에이블달맞이점,부산 해운대구 달맞이길 129-0,전문음식,4722
86,맛찬들왕소금구이해운대직영점,부산 해운대구 해운대로608번길 46-0,한식,4618
87,라이프커피&티,부산 해운대구 달맞이길65번길 167-0,카페/찻집,4591
88,선창횟집,부산 해운대구 달맞이길62번길 67-0,전문음식,4502
89,생어거스틴일루아호텔점,부산 해운대구 달맞이길 97-0,외국식,4474
90,안녕한우센텀점,부산 해운대구 해운대로 222-0,한식,4471
91,상무초밥해운대센텀점,부산 해운대구 센텀5로 41-0,외국식,4417
92,랩24바이쿠무다,부산 해운대구 송정광어골로 41-0,외국식,4414
93,샤브야,부산 해운대구 달맞이길 193-0,전문음식,4371
94,소옥부산송정점,부산 해운대구 송정구덕포길 134-0,한식,4358
95,구덕포끝집고기,부산 해운대구 송정구덕포길 178-0,한식,4346
96,료미,부산 해운대구 송정광어골로 89-0,외국식,4341
97,오페라레스토랑,부산 해운대구 달맞이길117번길 29-0,전문음식,4327
98,일광수산횟집,부산 해운대구 해운대로570번길 12-0,전문음식,4262
99,키치니토송정점,부산 해운대구 송정중앙로5번길 98-0,전문음식,4174
100,탐앤탐스블랙달맞이점,부산 해운대구 달맞이길 213-0,카페/찻집,4171
